filename,label,feature,value,z_score
english352.wav,Human,spectralFluxUV_sma3nz_amean,0.6035944,4.87
oromo1.wav,Human,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,20.45935,4.87
english45.wav,Human,jitterLocal_sma3nz_amean,0.052293364,4.87
french15.wav,Human,F2amplitudeLogRelF0_sma3nz_stddevNorm,-0.18319044,4.86
english315.wav,Human,StddevUnvoicedSegmentLength,0.7051746,4.86
turkish15.wav,Human,F2amplitudeLogRelF0_sma3nz_stddevNorm,-0.18223031,4.86
english147.wav,Human,spectralFluxUV_sma3nz_amean,0.6028284,4.86
portuguese35.wav,Human,logRelF0-H1-A3_sma3nz_stddevNorm,-14.022181,4.86
english331.wav,Human,loudness_sma3_stddevRisingSlope,12.685385,4.85
french15.wav,Human,F3amplitudeLogRelF0_sma3nz_stddevNorm,-0.18337244,4.84
english450.wav,Human,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,58.987675,4.84
turkish16.wav,Human,mfcc1V_sma3nz_stddevNorm,3.4541872,4.83
russian19.wav,Human,spectralFluxUV_sma3nz_amean,0.59976333,4.83
french15.wav,Human,F1amplitudeLogRelF0_sma3nz_stddevNorm,-0.18467028,4.83
english191.wav,Human,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,1113.0353,4.82
arabic59.wav,Human,mfcc3_sma3_amean,46.162266,4.82
english336.wav,Human,alphaRatioV_sma3nz_amean,8.411601,4.82
english343.wav,Human,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,453.0643,4.81
english352.wav,Human,loudness_sma3_meanFallingSlope,18.591799,4.81
english147.wav,Human,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,452.10446,4.8
shona2.wav,Human,spectralFluxV_sma3nz_stddevNorm,1.2080865,4.79
macedonian15.wav,Human,loudness_sma3_amean,1.2879157,4.79
french15.wav,Human,F1amplitudeLogRelF0_sma3nz_amean,-193.09157,4.79
ibibio3.wav,Human,jitterLocal_sma3nz_amean,0.0517505,4.78
hindi2.wav,Human,hammarbergIndexV_sma3nz_stddevNorm,2.1256912,4.78
macedonian16.wav,Human,loudness_sma3_meanFallingSlope,18.489735,4.77
english72.wav,Human,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,1104.7926,4.77
english329.wav,Human,logRelF0-H1-A3_sma3nz_amean,-8.242134,4.77
german28.wav,Human,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,20.141478,4.77
english495.wav,Human,slopeV500-1500_sma3nz_amean,0.019041758,4.77
turkish15.wav,Human,F3amplitudeLogRelF0_sma3nz_stddevNorm,-0.19139057,4.76
english352.wav,Human,loudness_sma3_stddevFallingSlope,11.126233,4.76
english265.wav,Human,spectralFluxV_sma3nz_amean,1.1213155,4.75
korean11.wav,Human,loudness_sma3_meanRisingSlope,23.043709,4.75
english457.wav,Human,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,901.4346,4.74
english191.wav,Human,hammarbergIndexV_sma3nz_stddevNorm,2.1105907,4.74
turkish15.wav,Human,F2amplitudeLogRelF0_sma3nz_amean,-193.25145,4.73
norwegian3.wav,Human,F1frequency_sma3nz_amean,989.8253,4.73
edo1.wav,Human,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,899.626,4.73
macedonian8.wav,Human,loudness_sma3_stddevFallingSlope,11.071919,4.72
english265.wav,Human,loudness_sma3_meanFallingSlope,18.363752,4.72
indonesian6.wav,Human,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,898.13354,4.72
english260.wav,Human,spectralFluxUV_sma3nz_amean,0.58985144,4.72
2026-03-08 16-08-16.wav,AI,spectralFluxV_sma3nz_amean,1.1167,4.72
portuguese40.wav,Human,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,1095.5809,4.72
french15.wav,Human,F3amplitudeLogRelF0_sma3nz_amean,-192.89726,4.71
english168.wav,Human,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,445.6457,4.71
oromo1.wav,Human,VoicedSegmentsPerSec,4.790419,4.71
korean11.wav,Human,loudness_sma3_meanFallingSlope,18.326221,4.71
french15.wav,Human,F2amplitudeLogRelF0_sma3nz_amean,-192.90071,4.7
macedonian15.wav,Human,loudness_sma3_percentile80.0,2.0634139,4.7
english159.wav,Human,jitterLocal_sma3nz_amean,0.051259514,4.7
bengali17.wav,Human,mfcc3V_sma3nz_amean,-25.648457,4.7
swedish19.wav,Human,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,895.1269,4.7
english108.wav,Human,spectralFlux_sma3_stddevNorm,1.7855477,4.69
turkish15.wav,Human,F3amplitudeLogRelF0_sma3nz_amean,-192.58461,4.69
french29.wav,Human,mfcc4_sma3_stddevNorm,-609.0687,4.69
farsi12.wav,Human,F1bandwidth_sma3nz_stddevNorm,0.36895862,4.68
cantonese12.wav,Human,F1bandwidth_sma3nz_stddevNorm,0.36852404,4.67
swedish14.wav,Human,mfcc4_sma3_stddevNorm,605.2485,4.66
farsi12.wav,Human,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,0.509664,4.65
mandarin17.wav,Human,loudness_sma3_stddevRisingSlope,12.349369,4.64
arabic76.wav,Human,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,440.13507,4.64
slovak4.wav,Human,loudness_sma3_meanRisingSlope,22.726292,4.64
filipino1.wav,Human,StddevUnvoicedSegmentLength,0.6844948,4.64
farsi17.wav,Human,jitterLocal_sma3nz_stddevNorm,3.462487,4.64
greek11.wav,Human,spectralFluxV_sma3nz_stddevNorm,1.1902801,4.63
shona2.wav,Human,VoicedSegmentsPerSec,4.7482605,4.63
korean6.wav,Human,loudness_sma3_percentile50.0,1.1689268,4.63
cantonese9.wav,Human,F1bandwidth_sma3nz_stddevNorm,0.36687028,4.63
english317.wav,Human,F2amplitudeLogRelF0_sma3nz_amean,-48.2605,4.62
bulgarian10.wav,Human,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,437.86462,4.62
arabic12.wav,Human,jitterLocal_sma3nz_amean,0.050656144,4.61
spanish104.wav,Human,loudness_sma3_stddevNorm,1.3037417,4.61
2026-03-08 16-09-45.wav,AI,spectralFluxV_sma3nz_amean,1.1011946,4.61
english336.wav,Human,mfcc1V_sma3nz_amean,0.72029555,4.59
077515f3-8e88-45f8-b0d3-77bf716945ef.wav,AI,mfcc2V_sma3nz_stddevNorm,119.35289,4.59
94e0b858-8df0-43bb-a557-4155a5e179ab.wav,AI,mfcc2V_sma3nz_stddevNorm,119.35289,4.59
romanian15.wav,Human,logRelF0-H1-H2_sma3nz_amean,-17.247147,4.59
miskito3.wav,Human,mfcc3_sma3_stddevNorm,497.12415,4.59
hindi2.wav,Human,mfcc1_sma3_amean,-9.400643,4.58
english468.wav,Human,F1bandwidth_sma3nz_amean,985.2685,4.58
tagalog17.wav,Human,jitterLocal_sma3nz_amean,0.05038543,4.57
italian29.wav,Human,loudness_sma3_percentile80.0,2.0309045,4.57
english298.wav,Human,spectralFlux_sma3_amean,0.75564647,4.57
hindi2.wav,Human,F1frequency_sma3nz_amean,977.7142,4.57
english312.wav,Human,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,1065.3401,4.56
arabic12.wav,Human,shimmerLocaldB_sma3nz_amean,2.01277,4.56
macedonian8.wav,Human,loudness_sma3_pctlrange0-2,1.7368703,4.56
twi2.wav,Human,VoicedSegmentsPerSec,4.7084236,4.55
english113.wav,Human,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,0.5019924,4.55
english159.wav,Human,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,57.424683,4.55
spanish125.wav,Human,jitterLocal_sma3nz_amean,0.05031513,4.55
2026-03-08 16-20-24.wav,AI,slopeUV500-1500_sma3nz_amean,0.043792494,4.55
english105.wav,Human,spectralFluxV_sma3nz_amean,1.0904311,4.54
edo1.wav,Human,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,431.65344,4.54
english315.wav,Human,F1amplitudeLogRelF0_sma3nz_amean,-189.20985,4.54
korean46.wav,Human,loudness_sma3_percentile80.0,2.0224056,4.53
hindi2.wav,Human,F2frequency_sma3nz_amean,2027.724,4.53
estonian3.wav,Human,jitterLocal_sma3nz_amean,0.0501515,4.53
turkish17.wav,Human,spectralFluxUV_sma3nz_amean,0.5729197,4.53
english301.wav,Human,spectralFluxUV_sma3nz_amean,0.5715199,4.52
italian11.wav,Human,mfcc2V_sma3nz_stddevNorm,117.46391,4.52
italian29.wav,Human,loudness_sma3_meanFallingSlope,17.858252,4.51
english219.wav,Human,spectralFluxUV_sma3nz_amean,0.57021195,4.51
mandarin19.wav,Human,loudness_sma3_percentile80.0,2.0156538,4.51
macedonian13.wav,Human,loudness_sma3_percentile50.0,1.1512944,4.51
english439.wav,Human,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,0.49770477,4.5
italian29.wav,Human,loudness_sma3_amean,1.2438704,4.5
english331.wav,Human,loudness_sma3_amean,1.2448336,4.5
macedonian16.wav,Human,loudness_sma3_percentile20.0,0.563592,4.5
2026-03-08 16-10-31.wav,AI,spectralFluxV_sma3nz_amean,1.0825398,4.49
bengali17.wav,Human,mfcc3_sma3_amean,-20.22893,4.49
kazakh1.wav,Human,spectralFluxUV_sma3nz_amean,0.56897557,4.49
english336.wav,Human,F2frequency_sma3nz_amean,2023.773,4.48
portuguese47.wav,Human,spectralFluxV_sma3nz_stddevNorm,1.1728814,4.48
finnish4.wav,Human,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,427.25906,4.48
farsi22.wav,Human,equivalentSoundLevel_dBp,-37.127796,4.48
english62.wav,Human,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,1050.1997,4.48
spanish29.wav,Human,MeanUnvoicedSegmentLength,0.5953571,4.48
english315.wav,Human,F1amplitudeLogRelF0_sma3nz_stddevNorm,-0.228944,4.47
hindi2.wav,Human,logRelF0-H1-A3_sma3nz_amean,-6.2095175,4.47
norwegian3.wav,Human,shimmerLocaldB_sma3nz_amean,1.9946115,4.47
english80.wav,Human,logRelF0-H1-A3_sma3nz_amean,-6.246243,4.47
macedonian15.wav,Human,loudness_sma3_pctlrange0-2,1.7148479,4.46
mandarin15.wav,Human,mfcc2V_sma3nz_stddevNorm,115.79531,4.46
hindi3.wav,Human,mfcc4_sma3_stddevNorm,-579.2819,4.46
english169.wav,Human,F2bandwidth_sma3nz_stddevNorm,0.55889404,4.45
latvian1.wav,Human,jitterLocal_sma3nz_amean,0.049657974,4.45
macedonian8.wav,Human,loudness_sma3_meanFallingSlope,17.710436,4.45
norwegian3.wav,Human,F2frequency_sma3nz_amean,2021.8873,4.45
english495.wav,Human,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,424.1213,4.44
russian6.wav,Human,jitterLocal_sma3nz_amean,0.04960089,4.44
filipino1.wav,Human,F1amplitudeLogRelF0_sma3nz_amean,-187.76877,4.44
spanish56.wav,Human,F1bandwidth_sma3nz_amean,997.1989,4.43
english331.wav,Human,loudness_sma3_meanRisingSlope,22.13323,4.43
english547.wav,Human,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,849.4389,4.42
filipino1.wav,Human,F2amplitudeLogRelF0_sma3nz_stddevNorm,-0.23156495,4.42
romanian1.wav,Human,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,422.8419,4.42
mandarin17.wav,Human,spectralFluxUV_sma3nz_amean,0.562625,4.42
filipino1.wav,Human,F3amplitudeLogRelF0_sma3nz_stddevNorm,-0.22788896,4.42
turkish17.wav,Human,spectralFlux_sma3_amean,0.7401339,4.42
portuguese40.wav,Human,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,1683.3212,4.41
macedonian16.wav,Human,loudness_sma3_stddevRisingSlope,11.993297,4.41
hindi2.wav,Human,shimmerLocaldB_sma3nz_amean,1.981727,4.4
english367.wav,Human,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,846.0502,4.4
english173.wav,Human,F1bandwidth_sma3nz_stddevNorm,0.35762516,4.4
english450.wav,Human,slopeV500-1500_sma3nz_amean,0.015978664,4.4
filipino1.wav,Human,F3amplitudeLogRelF0_sma3nz_amean,-188.22656,4.4
english159.wav,Human,shimmerLocaldB_sma3nz_amean,1.9815383,4.4
macedonian16.wav,Human,loudness_sma3_stddevFallingSlope,10.602515,4.4
oromo1.wav,Human,jitterLocal_sma3nz_amean,0.049273904,4.39
korean6.wav,Human,loudness_sma3_percentile20.0,0.55419105,4.39
english66.wav,Human,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,18.917427,4.39
filipino1.wav,Human,F2amplitudeLogRelF0_sma3nz_amean,-188.07245,4.39
english369.wav,Human,loudness_sma3_stddevFallingSlope,10.5943775,4.39
filipino1.wav,Human,F1amplitudeLogRelF0_sma3nz_stddevNorm,-0.23923641,4.39
english345.wav,Human,logRelF0-H1-H2_sma3nz_amean,28.501171,4.38
english317.wav,Human,F3amplitudeLogRelF0_sma3nz_amean,-54.64531,4.38
macedonian13.wav,Human,loudness_sma3_stddevRisingSlope,11.950837,4.38
mandarin30.wav,Human,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,842.7344,4.38
italian29.wav,Human,loudness_sma3_pctlrange0-2,1.6966614,4.38
hindi2.wav,Human,alphaRatioV_sma3nz_stddevNorm,4.8252,4.34
english113.wav,Human,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,56.256657,4.34
english450.wav,Human,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,52.48767,4.34
english315.wav,Human,F3amplitudeLogRelF0_sma3nz_amean,-187.05693,4.33
spanish56.wav,Human,HNRdBACF_sma3nz_stddevNorm,6.907591,4.33
english566.wav,Human,hammarbergIndexV_sma3nz_stddevNorm,1.9672991,4.33
english56.wav,Human,mfcc1V_sma3nz_amean,2.3841534,4.33
english336.wav,Human,F1frequency_sma3nz_amean,959.0276,4.32
english80.wav,Human,logRelF0-H1-H2_sma3nz_amean,-15.888598,4.32
shona2.wav,Human,mfcc1V_sma3nz_amean,2.5041542,4.31
english315.wav,Human,F2amplitudeLogRelF0_sma3nz_amean,-186.86206,4.31
spanish7.wav,Human,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,831.5058,4.31
spanish131.wav,Human,StddevUnvoicedSegmentLength,0.65201575,4.3
english49.wav,Human,spectralFluxV_sma3nz_stddevNorm,1.1526473,4.3
english449.wav,Human,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,830.14307,4.3
turkish16.wav,Human,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,829.664,4.3
english147.wav,Human,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,18.583687,4.29
english214.wav,Human,mfcc3_sma3_amean,42.391006,4.29
english459.wav,Human,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,1015.11255,4.29
english56.wav,Human,alphaRatioV_sma3nz_amean,5.843404,4.29
chaldean1.wav,Human,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,0.48076248,4.28
english452.wav,Human,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,1644.0302,4.28
english368.wav,Human,alphaRatioV_sma3nz_stddevNorm,-6.031498,4.28
english315.wav,Human,spectralFlux_sma3_amean,0.72472864,4.28
turkish16.wav,Human,mfcc4_sma3_amean,-34.216015,4.28
english315.wav,Human,F2amplitudeLogRelF0_sma3nz_stddevNorm,-0.24620102,4.28
english249.wav,Human,loudness_sma3_percentile20.0,0.543697,4.27
english331.wav,Human,loudness_sma3_percentile50.0,1.1150563,4.27
english245.wav,Human,slopeV500-1500_sma3nz_stddevNorm,36.454273,4.27
spanish56.wav,Human,shimmerLocaldB_sma3nz_amean,1.9582833,4.27
english315.wav,Human,F3amplitudeLogRelF0_sma3nz_stddevNorm,-0.24297026,4.27
portuguese19.wav,Human,spectralFluxUV_sma3nz_amean,0.5485687,4.27
macedonian15.wav,Human,spectralFluxV_sma3nz_amean,1.0475463,4.26
taiwanese2.wav,Human,shimmerLocaldB_sma3nz_stddevNorm,1.3943026,4.26
slovak4.wav,Human,loudness_sma3_pctlrange0-2,1.6713023,4.26
english75.wav,Human,slopeV500-1500_sma3nz_stddevNorm,36.346413,4.26
english260.wav,Human,loudness_sma3_percentile20.0,0.5425953,4.25
english45.wav,Human,F1bandwidth_sma3nz_stddevNorm,0.35138854,4.25
english135.wav,Human,jitterLocal_sma3nz_amean,0.04837603,4.25
italian30.wav,Human,F1frequency_sma3nz_amean,953.76013,4.25
english352.wav,Human,loudness_sma3_stddevRisingSlope,11.747427,4.25
macedonian18.wav,Human,loudness_sma3_percentile50.0,1.1109304,4.24
russian31.wav,Human,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,820.1645,4.24
filipino2.wav,Human,mfcc4_sma3_amean,-33.87078,4.24
mandarin30.wav,Human,HNRdBACF_sma3nz_stddevNorm,-5.652383,4.24
english298.wav,Human,loudness_sma3_pctlrange0-2,1.6662652,4.24
bosnian9.wav,Human,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,1004.38715,4.23
spanish56.wav,Human,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,1003.7853,4.23
german10.wav,Human,StddevUnvoicedSegmentLength,0.64570534,4.23
spanish131.wav,Human,MeanUnvoicedSegmentLength,0.5737037,4.22
english315.wav,Human,loudness_sma3_amean,1.2018244,4.22
korean6.wav,Human,loudness_sma3_amean,1.2026716,4.22
english467.wav,Human,jitterLocal_sma3nz_stddevNorm,3.2796414,4.21
arabic49.wav,Human,logRelF0-H1-H2_sma3nz_stddevNorm,-206.28148,4.21
portuguese46.wav,Human,StddevUnvoicedSegmentLength,0.6436079,4.21
english298.wav,Human,spectralFluxV_sma3nz_amean,1.0378771,4.2
portuguese46.wav,Human,MeanUnvoicedSegmentLength,0.57239133,4.2
english56.wav,Human,hammarbergIndexV_sma3nz_amean,1.4981115,4.2
english566.wav,Human,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,55.49292,4.2
urdu14.wav,Human,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,405.67096,4.2
english377.wav,Human,mfcc2V_sma3nz_stddevNorm,108.89289,4.19
english238.wav,Human,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,404.40625,4.19
english56.wav,Human,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,55.421722,4.19
mandarin51.wav,Human,loudness_sma3_percentile20.0,0.5373345,4.19
english88.wav,Human,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,0.4734632,4.19
english450.wav,Human,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,404.3012,4.19
farsi12.wav,Human,mfcc1V_sma3nz_amean,3.2337542,4.19
turkish17.wav,Human,loudness_sma3_percentile20.0,0.53664494,4.18
macedonian8.wav,Human,loudness_sma3_meanRisingSlope,21.399775,4.18
english231.wav,Human,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,0.47267956,4.18
mandarin17.wav,Human,loudness_sma3_stddevFallingSlope,10.281987,4.18
korean46.wav,Human,loudness_sma3_amean,1.1964853,4.18
2026-03-08 16-20-24.wav,AI,spectralFlux_sma3_amean,0.71397746,4.18
macedonian8.wav,Human,loudness_sma3_amean,1.1959599,4.18
spanish33.wav,Human,spectralFluxUV_sma3nz_amean,0.5395641,4.17
korean44.wav,Human,mfcc2V_sma3nz_stddevNorm,-106.88845,4.17
portuguese36.wav,Human,F1frequency_sma3nz_amean,947.9917,4.17
english336.wav,Human,jitterLocal_sma3nz_amean,0.04785077,4.17
english112.wav,Human,F3amplitudeLogRelF0_sma3nz_stddevNorm,-1.1373998,4.16
english469.wav,Human,alphaRatioV_sma3nz_amean,5.2499275,4.16
english56.wav,Human,shimmerLocaldB_sma3nz_amean,1.9369516,4.16
english301.wav,Human,spectralFlux_sma3_amean,0.71108776,4.15
portuguese33.wav,Human,spectralFluxV_sma3nz_amean,1.0310974,4.15
korean46.wav,Human,loudness_sma3_pctlrange0-2,1.6457937,4.15
english469.wav,Human,F1frequency_sma3nz_amean,946.5647,4.15
english445.wav,Human,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,805.2991,4.15
english49.wav,Human,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,0.47059742,4.15
english56.wav,Human,F2frequency_sma3nz_amean,2000.3326,4.14
urdu14.wav,Human,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,802.8934,4.14
english352.wav,Human,loudness_sma3_amean,1.1896726,4.14
arabic28.wav,Human,StddevVoicedSegmentLengthSec,0.28922597,4.14
spanish68.wav,Human,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,986.3472,4.14
english367.wav,Human,loudness_sma3_meanRisingSlope,21.282524,4.14
english113.wav,Human,F1bandwidth_sma3nz_stddevNorm,0.34669745,4.13
macedonian12.wav,Human,loudness_sma3_percentile50.0,1.0947824,4.13
english314.wav,Human,mfcc2V_sma3nz_stddevNorm,107.329956,4.13
2026-03-08 16-20-24.wav,AI,spectralFluxV_sma3nz_amean,1.0275573,4.13
arabic6.wav,Human,StddevVoicedSegmentLengthSec,0.28870106,4.13
english469.wav,Human,mfcc1V_sma3nz_amean,3.648571,4.13
english469.wav,Human,hammarbergIndexV_sma3nz_amean,1.9152068,4.12
portuguese36.wav,Human,F1bandwidth_sma3nz_amean,1021.52155,4.12
english159.wav,Human,hammarbergIndexV_sma3nz_amean,1.886897,4.12
2026-03-08 16-20-24.wav,AI,loudness_sma3_pctlrange0-2,1.6369747,4.11
german28.wav,Human,VoicedSegmentsPerSec,4.495557,4.11
english135.wav,Human,F1bandwidth_sma3nz_amean,1021.9891,4.11
english56.wav,Human,F1frequency_sma3nz_amean,944.109,4.11
english349.wav,Human,mfcc1V_sma3nz_amean,3.8301136,4.1
slovak4.wav,Human,loudness_sma3_percentile80.0,1.9175026,4.1
mandarin30.wav,Human,mfcc1V_sma3nz_amean,3.798723,4.1
mandarin19.wav,Human,spectralFluxV_sma3nz_amean,1.023652,4.1
english159.wav,Human,logRelF0-H1-A3_sma3nz_amean,-3.750094,4.1
macedonian14.wav,Human,loudness_sma3_pctlrange0-2,1.6337801,4.09
korean14.wav,Human,logRelF0-H1-H2_sma3nz_amean,27.006891,4.09
english154.wav,Human,loudness_sma3_percentile20.0,0.52819043,4.09
turkish15.wav,Human,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,54.865902,4.09
english45.wav,Human,F1bandwidth_sma3nz_amean,1023.6642,4.09
english317.wav,Human,slopeV0-500_sma3nz_amean,-0.08359801,4.09
english298.wav,Human,loudness_sma3_meanFallingSlope,16.83841,4.09
somali3.wav,Human,mfcc3V_sma3nz_stddevNorm,-88.267456,4.08
portuguese35.wav,Human,logRelF0-H1-A3_sma3nz_amean,-3.5866342,4.08
slovak4.wav,Human,spectralFluxV_sma3nz_amean,1.0205925,4.08
english349.wav,Human,alphaRatioV_sma3nz_stddevNorm,-5.7802296,4.08
macedonian1.wav,Human,jitterLocal_sma3nz_stddevNorm,3.2212121,4.08
english131.wav,Human,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,792.8275,4.08
2026-03-08 16-09-45.wav,AI,loudness_sma3_meanRisingSlope,21.090797,4.07
marathi3.wav,Human,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,791.6892,4.07
mandarin30.wav,Human,F1bandwidth_sma3nz_amean,1025.6122,4.06
english566.wav,Human,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,0.46326408,4.06
english495.wav,Human,F1bandwidth_sma3nz_amean,1025.7642,4.06
mandarin19.wav,Human,loudness_sma3_stddevFallingSlope,10.105744,4.06
2026-03-08 16-20-24.wav,AI,equivalentSoundLevel_dBp,-11.0261135,4.06
english133.wav,Human,mfcc4_sma3_stddevNorm,-527.35504,4.06
english443.wav,Human,jitterLocal_sma3nz_amean,0.0471076,4.05
english303.wav,Human,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,0.46250486,4.05
turkish17.wav,Human,spectralFluxV_sma3nz_amean,1.0152254,4.05
macedonian6.wav,Human,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,393.76193,4.05
russian19.wav,Human,loudness_sma3_meanRisingSlope,21.003262,4.04
hungarian8.wav,Human,StddevVoicedSegmentLengthSec,0.2853583,4.04
filipino1.wav,Human,spectralFlux_sma3_stddevNorm,0.29653904,4.04
mandarin58.wav,Human,jitterLocal_sma3nz_amean,0.047076367,4.04
english159.wav,Human,alphaRatioV_sma3nz_amean,4.6341696,4.04
english147.wav,Human,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,0.46131638,4.04
macedonian15.wav,Human,spectralFlux_sma3_amean,0.69850564,4.04
macedonian20.wav,Human,loudness_sma3_pctlrange0-2,1.6212473,4.03
2026-03-08 16-18-01.wav,AI,spectralFluxV_sma3nz_amean,1.012532,4.03
english468.wav,Human,F1frequency_sma3nz_amean,937.21063,4.02
english298.wav,Human,loudness_sma3_percentile80.0,1.8971281,4.02
turkish15.wav,Human,logRelF0-H1-A3_sma3nz_amean,-3.1926613,4.02
english439.wav,Human,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,391.47086,4.02
english145.wav,Human,F2amplitudeLogRelF0_sma3nz_stddevNorm,-0.27664423,4.01
cantonese4.wav,Human,mfcc4_sma3_amean,-32.13904,4.01
turkish22.wav,Human,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,782.6129,4.01
english100.wav,Human,jitterLocal_sma3nz_amean,0.046868928,4.01
english317.wav,Human,logRelF0-H1-H2_sma3nz_amean,26.59137,4.01
spanish114.wav,Human,loudness_sma3_percentile50.0,1.0764222,4.01
korean21.wav,Human,jitterLocal_sma3nz_amean,0.046831254,4.0
english503.wav,Human,loudness_sma3_pctlrange0-2,1.6147008,4.0
russian9.wav,Human,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,17.653814,4.0
russian19.wav,Human,loudness_sma3_amean,1.1689724,4.0
turkish16.wav,Human,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,390.08344,4.0
punjabi9.wav,Human,equivalentSoundLevel_dBp,-35.656223,4.0
portuguese36.wav,Human,loudness_sma3_amean,1.1690848,4.0
english369.wav,Human,loudness_sma3_stddevRisingSlope,11.348605,3.99
arabic59.wav,Human,mfcc3V_sma3nz_amean,49.26088,3.99
2026-03-08 16-10-31.wav,AI,spectralFluxUV_sma3nz_amean,0.52308786,3.99
english495.wav,Human,mfcc1V_sma3nz_amean,4.5247726,3.99
english367.wav,Human,loudness_sma3_stddevRisingSlope,11.350562,3.99
english145.wav,Human,F3amplitudeLogRelF0_sma3nz_amean,-181.85144,3.99
english145.wav,Human,F2amplitudeLogRelF0_sma3nz_amean,-181.75581,3.99
english183.wav,Human,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,778.0314,3.99
english312.wav,Human,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,1552.3451,3.98
spanish68.wav,Human,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,1550.4813,3.98
arabic12.wav,Human,hammarbergIndexV_sma3nz_stddevNorm,1.8450575,3.98
turkish34.wav,Human,StddevVoicedSegmentLengthSec,0.2829784,3.98
turkish16.wav,Human,mfcc1V_sma3nz_amean,4.5272827,3.98
english450.wav,Human,VoicedSegmentsPerSec,0.5557931,3.97
arabic27.wav,Human,MeanVoicedSegmentLengthSec,0.35447368,3.97
english145.wav,Human,F3amplitudeLogRelF0_sma3nz_stddevNorm,-0.27506804,3.97
spanish105.wav,Human,spectralFluxUV_sma3nz_amean,0.5200921,3.96
english315.wav,Human,loudness_sma3_percentile80.0,1.8812894,3.96
english189.wav,Human,F1bandwidth_sma3nz_amean,1033.697,3.96
